sku,attribute_set_code,product_websites,categories,vendor,visibility,name,description,producttype,screen,screen_resolution,cpu,ram,memory,vga,os,weightkg,price,base_image,small_image,thumbnail_image,additional_image,accessories,qty,max_cart_qty,pin
ideapad 320-15ikbn,Laptop,base,Laptop/Lenovo,Lenovo,"Catalog, Search",IdeaPad 320-15IKBN,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,Intel HD Graphics 620,No OS,2.2kg,"14,418,183",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-15.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-15.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-15.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-16.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ideapad 320-15ast,Laptop,base,Laptop/Lenovo,Lenovo,"Catalog, Search",IdeaPad 320-15AST,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,128GB SSD,AMD R4 Graphics,Windows 10,2.2kg,"11,084,499",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-17.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-17.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-17.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-18.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ideapad 310-15isk,Laptop,base,Laptop/Lenovo,Lenovo,"Catalog, Search",Ideapad 310-15ISK,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg,"11,526,212",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-19.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-19.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-19.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-20.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gs73vr 7rg,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GS73VR 7RG,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.43kg,"68,034,934",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-2.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gl72m 7rdx,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GL72M 7RDX,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7kg,"30,419,867",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-4.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gp62m 7rex,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GP62M 7REX,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2kg,"36,087,129",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-6.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gs63vr 7rg,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GS63VR 7RG,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,1.8kg,"62,270,439",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-8.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ge72mvr 7rg,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GE72MVR 7RG,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,"56,367,040",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-10.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ge73vr 7re,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GE73VR 7RE,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.8kg,"52,505,523",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-2.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ge63vr 7re,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GE63VR 7RE,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4kg,"49,977,479",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-4.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gt80s 6qf-074us,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GT80S 6QF-074US,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows 10,4.4kg,"77,758,179",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-6.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gt73evr 7re,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GT73EVR 7RE,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14kg,"69,423,969",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-8.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ge63vr 7rf,Laptop,base,Laptop/MSI,MSI,"Catalog, Search",GE63VR 7RF,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8kg,"58,311,689",https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-10.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
chromebook 3,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Chromebook 3,Một sản phẩm phù hợp với các bạn sinh viên.,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15kg,"7,473,008","https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL._SR400,400_.jpg",https://images-na.ssl-images-amazon.com/images/I/61YxENglXFL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook odyssey,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Notebook Odyssey,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5kg,"47,199,409",https://images-na.ssl-images-amazon.com/images/I/51q3XjrareL.jpg,https://images-na.ssl-images-amazon.com/images/I/51q3XjrareL.jpg,https://images-na.ssl-images-amazon.com/images/I/51q3XjrareL.jpg,https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,"45,810,374",https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL.jpg,https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL.jpg,https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL.jpg,"https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.31kg,"44,421,339",https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML.jpg,https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML.jpg,https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML.jpg,https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon 540,Windows 10,1.71kg,"49,977,479",https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L.jpg,https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L.jpg,https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L.jpg,"https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,"41,643,269",https://images-na.ssl-images-amazon.com/images/I/61YxENglXFL.jpg,https://images-na.ssl-images-amazon.com/images/I/61YxENglXFL.jpg,https://images-na.ssl-images-amazon.com/images/I/61YxENglXFL.jpg,https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23kg,"51,366,514",https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,"https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.17kg,"47,199,409","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg",https://images-na.ssl-images-amazon.com/images/I/51q3XjrareL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
chromebook plus,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Chromebook Plus,Một sản phẩm phù hợp với các bạn sinh viên.,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15kg,"18,307,481","https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg",https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
chromebook plus,Laptop,base,Laptop/Samsung,Samsung,"Catalog, Search",Chromebook Plus,Một sản phẩm phù hợp với các bạn sinh viên.,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15kg,"21,085,551","https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,"16,723,981",https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,https://images-na.ssl-images-amazon.com/images/I/71x-gc10lVL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,"12,417,973",https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2kg,"13,584,762",https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,"22,030,095",https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
portege z30-c-16l,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Portege Z30-C-16L,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,"37,865,094",https://images-na.ssl-images-amazon.com/images/I/61DHspctfIL.jpg,https://images-na.ssl-images-amazon.com/images/I/61DHspctfIL.jpg,https://images-na.ssl-images-amazon.com/images/I/61DHspctfIL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Nvidia GeForce 930M,Windows 10,2.2kg,"22,557,928",https://images-na.ssl-images-amazon.com/images/I/61Ti5fmkisL.jpg,https://images-na.ssl-images-amazon.com/images/I/61Ti5fmkisL.jpg,https://images-na.ssl-images-amazon.com/images/I/61Ti5fmkisL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930M,Windows 10,2.2kg,"28,975,270",https://images-na.ssl-images-amazon.com/images/I/71x-gc10lVL.jpg,https://images-na.ssl-images-amazon.com/images/I/71x-gc10lVL.jpg,https://images-na.ssl-images-amazon.com/images/I/71x-gc10lVL.jpg,https://images-na.ssl-images-amazon.com/images/I/61Ti5fmkisL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,"26,197,200",https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/61DHspctfIL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
tecra a50-c-21g,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Tecra A50-C-21G,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4kg,"38,976,322",https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
portege z30-c-16p,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Portege Z30-C-16P,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,"48,532,883",https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
portege x30-d-10j,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Portege X30-D-10J,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,"46,449,330",https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/61x9vVD77zL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
portege x30-d-10l,Laptop,base,Laptop/Toshiba,Toshiba,"Catalog, Search",Portege X30-D-10L,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,"77,758,179",https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,https://images-na.ssl-images-amazon.com/images/I/6121KaFvFcL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
blade pro,Laptop,base,Laptop/Razer,Razer,"Catalog, Search",Blade Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,"169,434,489",https://laptop88.vn/media/lib/4464_razerblade.00_02_14_23.Still006.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_02_14_23.Still006.jpg,https://laptop88.vn/media/lib/4464_razerblade.00_02_14_23.Still006.jpg,https://laptop88.vn/media/product/4464_vtv_cab_onpro_4.png,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
